id,title,context,question,answers
56be973d3aeaaa14008c9122,Beyoncé,"At the 52nd Annual Grammy Awards, Beyoncé received ten nominations, including Album of the Year for I Am... Sasha Fierce, Record of the Year for ""Halo"", and Song of the Year for ""Single Ladies (Put a Ring on It)"", among others. She tied with Lauryn Hill for most Grammy nominations in a single year by a female artist. In 2010, Beyoncé was featured on Lady Gaga's single ""Telephone"" and its music video. The song topped the US Pop Songs chart, becoming the sixth number-one for both Beyoncé and Gaga, tying them with Mariah Carey for most number-ones since the Nielsen Top 40 airplay chart launched in 1992. ""Telephone"" received a Grammy Award nomination for Best Pop Collaboration with Vocals.","In 2010, Beyonce worked with which other famous singer?","{'text': ['Lady Gaga'], 'answer_start': [352]}"
57282e5c4b864d1900164673,"St._John%27s,_Newfoundland_and_Labrador","CJON-DT, known on air as ""NTV"", is an independent station. The station sublicenses entertainment programming from Global and news programming from CTV and Global, rather than purchasing primary broadcast rights. Rogers Cable has its provincial headquarters in St. John's, and their community channel Rogers TV airs local shows such as Out of the Fog and One Chef One Critic. CBC has its Newfoundland and Labrador headquarters in the city and their television station CBNT-DT broadcasts from University Avenue.",What is the name of CBC's television station in St. John's?,"{'text': ['CBNT-DT'], 'answer_start': [467]}"
57262457ec44d21400f3d973,Freemasonry,"Since the middle of the 19th century, Masonic historians have sought the origins of the movement in a series of similar documents known as the Old Charges, dating from the Regius Poem in about 1425 to the beginning of the 18th century. Alluding to the membership of a lodge of operative masons, they relate a mythologised history of the craft, the duties of its grades, and the manner in which oaths of fidelity are to be taken on joining. The fifteenth century also sees the first evidence of ceremonial regalia.",The duties of its grades is an example of what historic documents?,"{'text': ['Old Charges'], 'answer_start': [143]}"
56bfa087a10cfb14005511da,Beyoncé,"On January 7, 2012, Beyoncé gave birth to her first child, a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York. Five months later, she performed for four nights at Revel Atlantic City's Ovation Hall to celebrate the resort's opening, her first performances since giving birth to Blue Ivy.",What was the child's name?,"{'text': ['Blue Ivy Carter'], 'answer_start': [71]}"
56f969b89e9bad19000a08e9,Marshall_Islands,"In 2007, the Marshall Islands joined the International Labour Organization, which means its labour laws will comply with international benchmarks. This may impact business conditions in the islands.",What may see benefits from the Marshalls joining the International Labour Organization?,"{'text': ['business conditions'], 'answer_start': [163]}"
57338653d058e614000b5c83,University_of_Notre_Dame,"This Main Building, and the library collection, was entirely destroyed by a fire in April 1879, and the school closed immediately and students were sent home. The university founder, Fr. Sorin and the president at the time, the Rev. William Corby, immediately planned for the rebuilding of the structure that had housed virtually the entire University. Construction was started on the 17th of May and by the incredible zeal of administrator and workers the building was completed before the fall semester of 1879. The library collection was also rebuilt and stayed housed in the new Main Building for years afterwards. Around the time of the fire, a music hall was opened. Eventually becoming known as Washington Hall, it hosted plays and musical acts put on by the school. By 1880, a science program was established at the university, and a Science Hall (today LaFortune Student Center) was built in 1883. The hall housed multiple classrooms and science labs needed for early research at the university.",On what date was the rebuilding of The Main Building begun at Notre Dame after the fire that claimed the previous?,"{'text': ['17th of May'], 'answer_start': [385]}"
5725ba5aec44d21400f3d478,Montevideo,"The Spanish governor was expelled in 1814. In 1816, Portugal invaded the recently liberated territory and in 1821, it was annexed to the Banda Oriental of Brazil. Juan Antonio Lavalleja and his band called the Treinta y Tres Orientales (""Thirty-Three Orientals"") re-established the independence of the region in 1825. Uruguay was consolidated as an independent state in 1828, with Montevideo as the nation's capital. In 1829, the demolition of the city's fortifications began and plans were made for an extension beyond the Ciudad Vieja, referred to as the ""Ciudad Nueva"" (""new city""). Urban expansion, however, moved very slowly because of the events that followed.",What year was Uruguay consolidated as an independent state?,"{'text': ['1828'], 'answer_start': [370]}"
5726df19708984140094d435,Literature,"In the Age of Reason philosophical tracts and speculations on history and human nature integrated literature with social and political developments. The inevitable reaction was the explosion of Romanticism in the later 18th century which reclaimed the imaginative and fantastical bias of old romances and folk-literature and asserted the primacy of individual experience and emotion. But as the 19th-century went on, European fiction evolved towards realism and naturalism, the meticulous documentation of real life and social trends. Much of the output of naturalism was implicitly polemical, and influenced social and political change, but 20th century fiction and drama moved back towards the subjective, emphasising unconscious motivations and social and environmental pressures on the individual. Writers such as Proust, Eliot, Joyce, Kafka and Pirandello exemplify the trend of documenting internal rather than external realities.",20th century literature reacted to the objectivity of naturalism in the 19th century to what?,"{'text': ['the subjective'], 'answer_start': [692]}"
56fde79819033b140034cd9f,Computer,"It combined the high speed of electronics with the ability to be programmed for many complex problems. It could add or subtract 5000 times a second, a thousand times faster than any other machine. It also had modules to multiply, divide, and square root. High speed memory was limited to 20 words (about 80 bytes). Built under the direction of John Mauchly and J. Presper Eckert at the University of Pennsylvania, ENIAC's development and construction lasted from 1943 to full operation at the end of 1945. The machine was huge, weighing 30 tons, using 200 kilowatts of electric power and contained over 18,000 vacuum tubes, 1,500 relays, and hundreds of thousands of resistors, capacitors, and inductors.",When was ENIAC fully operational?,"{'text': ['1945'], 'answer_start': [500]}"
5725d3e4271a42140099d271,Israel,"The most popular spectator sports in Israel are association football and basketball. The Israeli Premier League is the country's premier football league, and the Israeli Basketball Super League is the premier basketball league. Maccabi Haifa, Maccabi Tel Aviv, Hapoel Tel Aviv and Beitar Jerusalem are the largest sports clubs. Maccabi Tel Aviv, Maccabi Haifa and Hapoel Tel Aviv have competed in the UEFA Champions League and Hapoel Tel Aviv reached the UEFA Cup quarter-finals. Maccabi Tel Aviv B.C. has won the European championship in basketball six times.",What are the most popular spectator sports in Israel?,"{'text': ['association football and basketball'], 'answer_start': [48]}"
572627a5ec44d21400f3da68,Royal_Dutch_Shell,"Downstream operations, which now also includes the chemicals business, generates a third of Shell's profits worldwide and is known for its global network of more than 40,000 petrol stations and its 47 oil refineries. The downstream business, which in some countries also included oil refining, generally included a retail petrol station network, lubricants manufacture and marketing, industrial fuel and lubricants sales and a host of other product/market sectors such as LPG and bitumen. The practice in Shell was that these businesses were essentially local and that they were best managed by local ""operating companies"" – often with middle and senior management reinforced by expatriates. In the 1990s, this paradigm began to change, and the independence of operating companies around the world was gradually reduced. Today, virtually all of Shell's operations in various businesses are much more directly managed from London and The Hague. The autonomy of ""operating companies"" has been largely removed, as more ""global businesses"" have been created.",Downstream operations produces what percent of Shell's profits worldwide?,"{'text': ['a third'], 'answer_start': [81]}"
572ab384be1ee31400cb819b,Friedrich_Hayek,"Hayek's influence on the development of economics is widely acknowledged. Hayek is the second-most frequently cited economist (after Kenneth Arrow) in the Nobel lectures of the prize winners in economics, which is particularly striking since his own lecture was critical of the field of orthodox economics and neo-classical modelisation. A number of Nobel Laureates in economics, such as Vernon Smith and Herbert A. Simon, recognise Hayek as the greatest modern economist. Another Nobel winner, Paul Samuelson, believed that Hayek was worthy of his award but nevertheless claimed that ""there were good historical reasons for fading memories of Hayek within the mainstream last half of the twentieth century economist fraternity. In 1931, Hayek's Prices and Production had enjoyed an ultra-short Byronic success. In retrospect hindsight tells us that its mumbo-jumbo about the period of production grossly misdiagnosed the macroeconomics of the 1927–1931 (and the 1931–2007) historical scene"". Despite this comment, Samuelson spent the last 50 years of his life obsessed with the problems of capital theory identified by Hayek and Böhm-Bawerk, and Samuelson flatly judged Hayek to have been right and his own teacher, Joseph Schumpeter, to have been wrong on the central economic question of the 20th century, the feasibility of socialist economic planning in a production goods dominated economy.",Which of Hayek's works does Samuelson cite as being incorrect regarding macroeconomics?,"{'text': ['Prices and Production'], 'answer_start': [746]}"
56de2bedcffd8e1900b4b60d,Symbiosis,"Commensalism describes a relationship between two living organisms where one benefits and the other is not significantly harmed or helped. It is derived from the English word commensal used of human social interaction. The word derives from the medieval Latin word, formed from com- and mensa, meaning ""sharing a table"".",What type of symbiotic relationship helps one organism and doesn't have a major affect on the other?,"{'text': ['Commensalism'], 'answer_start': [0]}"
57295e7c6aef051400154d8c,Insect,"Hemimetabolous insects, those with incomplete metamorphosis, change gradually by undergoing a series of molts. An insect molts when it outgrows its exoskeleton, which does not stretch and would otherwise restrict the insect's growth. The molting process begins as the insect's epidermis secretes a new epicuticle inside the old one. After this new epicuticle is secreted, the epidermis releases a mixture of enzymes that digests the endocuticle and thus detaches the old cuticle. When this stage is complete, the insect makes its body swell by taking in a large quantity of water or air, which makes the old cuticle split along predefined weaknesses where the old exocuticle was thinnest.:142",Incomplete metamorphosis insects are called?,"{'text': ['Hemimetabolous'], 'answer_start': [0]}"
56daf26ae7c41114004b4b5c,American_Idol,"Guest judges may occasionally be introduced. In season two, guest judges such as Lionel Richie and Robin Gibb were used, and in season three Donna Summer, Quentin Tarantino and some of the mentors also joined as judges to critique the performances in the final rounds. Guest judges were used in the audition rounds for seasons four, six, nine, and fourteen such as Gene Simmons and LL Cool J in season four, Jewel and Olivia Newton-John in season six, Shania Twain in season eight, Neil Patrick Harris, Avril Lavigne and Katy Perry in season nine, and season eight runner-up, Adam Lambert, in season fourteen.",When was Shania Twain a guest judge for auditions?,"{'text': ['season eight'], 'answer_start': [468]}"
572fd08804bcaa1900d76d7e,Premier_League,"The Premier League sends representatives to UEFA's European Club Association, the number of clubs and the clubs themselves chosen according to UEFA coefficients. For the 2012–13 season the Premier League has 10 representatives in the Association: Arsenal, Aston Villa, Chelsea, Everton, Fulham, Liverpool, Manchester City, Manchester United, Newcastle United and Tottenham Hotspur. The European Club Association is responsible for electing three members to UEFA's Club Competitions Committee, which is involved in the operations of UEFA competitions such as the Champions League and UEFA Europa League.",How many representatives does the Premier League have for the European Club Association for 2012-13?,"{'text': ['For the 2012–13 season the Premier League has 10 representatives in the Association'], 'answer_start': [162]}"
572f4e74947a6a140053c870,Central_Intelligence_Agency,"The Directorate of Operations is responsible for collecting foreign intelligence, mainly from clandestine HUMINT sources, and covert action. The name reflects its role as the coordinator of human intelligence activities among other elements of the wider U.S. intelligence community with their own HUMINT operations. This Directorate was created in an attempt to end years of rivalry over influence, philosophy and budget between the United States Department of Defense (DOD) and the CIA. In spite of this, the Department of Defense recently organized its own global clandestine intelligence service, the Defense Clandestine Service (DCS), under the Defense Intelligence Agency (DIA).",What is DOD short for?,"{'text': ['Department of Defense'], 'answer_start': [447]}"
5725e54e271a42140099d2eb,Hellenistic_period,"The Nabatean Kingdom was an Arab state located between the Sinai Peninsula and the Arabian Peninsula. Its capital was the city of Petra, an important trading city on the incense route. The Nabateans resisted the attacks of Antigonous and were allies of the Hasmoneans in their struggle against the Seleucids, but later fought against Herod the great. The hellenization of the Nabateans accured relatively late in comparison to the surrounding regions. Nabatean material culture does not show any Greek influence until the reign of Aretas III Philhellene in the 1st century BCE. Aretas captured Damascus and built the Petra pool complex and gardens in the Hellenistic style. Though the Nabateans originally worshipped their traditional gods in symbolic form such as stone blocks or pillars, during the Hellenistic period they began to identify their gods with Greek gods and depict them in figurative forms influenced by Greek sculpture. Nabatean art shows Greek influences and paintings have been found depicting Dionysian scenes. They also slowly adopted Greek as a language of commerce along with Aramaic and Arabic.",What Arab State lied between the Sinai Peninsula and the Arabian Peninsula?,"{'text': ['Nabatean Kingdom'], 'answer_start': [4]}"
571b684832177014007ea08c,Asphalt,"Selenizza is a naturally occurring solid hydrocarbon bitumen found in the native asphalt deposit of Selenice, in Albania, the only European asphalt mine still in use. The rock asphalt is found in the form of veins, filling cracks in a more or less horizontal direction. The bitumen content varies from 83% to 92% (soluble in carbon disulphide), with a penetration value near to zero and a softening point (ring & ball) around 120 °C. The insoluble matter, consisting mainly of silica ore, ranges from 8% to 17%.",To what location is Selenizza bitumen native?,"{'text': ['Selenice, in Albania'], 'answer_start': [100]}"
56d96856dc89441400fdb40c,2008_Summer_Olympics_torch_relay,"
 India: Due to concerns about pro-Tibet protests, the relay through New Delhi on April 17 was cut to just 2.3 km (less than 1.5 miles), which was shared amongst 70 runners. It concluded at the India Gate. The event was peaceful due to the public not being allowed at the relay. A total of five intended torchbearers -Kiran Bedi, Soha Ali Khan, Sachin Tendulkar, Bhaichung Bhutia and Sunil Gavaskar- withdrew from the event, citing ""personal reasons"", or, in Bhutia's case, explicitly wishing to ""stand by the people of Tibet and their struggle"" and protest against the PRC ""crackdown"" in Tibet. Indian national football captain, Baichung Bhutia refused to take part in the Indian leg of the torch relay, citing concerns over Tibet. Bhutia, who is Sikkimese, is the first athlete to refuse to run with the torch. Indian film star Aamir Khan states on his personal blog that the ""Olympic Games do not belong to China"" and confirms taking part in the torch relay ""with a prayer in his heart for the people of Tibet, and ... for all people across the world who are victims of human rights violations"". Rahul Gandhi, son of the Congress President Sonia Gandhi and scion of the Nehru-Gandhi family, also refused to carry the torch.",How many torchbearers did not participate because of their concerns with Tibet?,"{'text': ['five'], 'answer_start': [290]}"
56db1df1e7c41114004b4d81,2008_Summer_Olympics_torch_relay,"French members of Parliament and other French politicians also organised a protest. All political parties in Parliament—UMP, Socialists, New Centre, Communists, Democratic Movement (centre) and Greens—jointly requested a pause in the National Assembly's session, which was granted, so that MPs could step outside and unfurl a banner which read ""Respect for Human Rights in China"". The coach containing the torch drove past the National Assembly and the assembled protesting MPs, who shouted ""Freedom for Tibet!"" several times as it passed.",Why did the banner say that was unveiled during the temporary halt?,"{'text': ['Respect for Human Rights in China'], 'answer_start': [345]}"
56df712b56340a1900b29b6c,Christian,"The region of modern Eastern Europe and Central Eurasia (Russia, Ukraine and other countries of the ex-USSR) have a long history of Christianity and Christian communities on its lands. In ancient times, in the first centuries after the birth of Christ, when this region was called[by whom?] Scythia - Christians already lived there. Later the region saw the first states to adopt Christianity officially - initially in Armenia (301 AD) and in Georgia (337 AD), later in the Great Russian Principality (Kyivan Rus, Russian: Великое княжество Русское, ca 988 AD). People of that time used to denote themselves Christians (христиане, крестьяне) and Russians (русские). Both terms had strong Christian connotations.[citation needed] It is also interesting that in time the term ""крестьяне"" acquired the meaning ""peasants of Christian faith"" and later ""peasants"" (the main part of the population of the region), while the term ""христиане"" retained its religious meaning and the term ""русские"" began to mean representatives of the heterogeneous Russian nation formed on the basis of common Christian faith and language,[citation needed] which strongly influenced the history and development of the region. In the region the ""Pravoslav faith"" (православная вера - Orthodox faith) or ""Russian faith"" (русская вера) from earliest times became almost as known as the original ""Christian faith"" (христианская, крестьянская вера). Also in some contexts the term ""cossack"" (козак, казак - free man by the will of God) was used[by whom?] to denote ""free"" Christians of steppe origin and Russian language.",What nearly was known as the original 'Christian faith'?,"{'text': ['Pravoslav faith'], 'answer_start': [1219]}"
56df7c9a56340a1900b29c20,Plymouth,"Her Majesty's Courts Service provide a Magistrates' Court and a Combined Crown and County Court in the city. The Plymouth Borough Police, formed in 1836, eventually became part of Devon and Cornwall Constabulary. There are police stations at Charles Cross and Crownhill (the Divisional HQ) and smaller stations at Plympton and Plymstock. The city has one of the Devon and Cornwall Area Crown Prosecution Service Divisional offices. Plymouth has five fire stations located in Camel's Head, Crownhill, Greenbank, Plympton and Plymstock which is part of Devon and Somerset Fire and Rescue Service. The Royal National Lifeboat Institution have an Atlantic 85 class lifeboat and Severn class lifeboat stationed at Millbay Docks.",How many fire stations are present in Plymouth?,"{'text': ['five'], 'answer_start': [445]}"
572a54347a1753140016aead,CBC_Television,"On August 6, 2010, the CBC issued a press release stating that due to financial reasons, the CBC and Radio-Canada would only transition 27 transmitters total, one in each market where there was an originating station (i.e. a CBC or Radio-Canada television station located in that market). Further, the CBC stated in the release, that only 15 of the transmitters would be in place by August 31, 2011 due to lack of available funds, and that the remainder would not be on the air until as late as August 31, 2012. Additionally, the CBC stated in the release that it was asking the CRTC for permission to continue broadcasting in analogue until the identified transmitters for transition were up and running. At the time of the press release, only eight of the corporation's transmitters (four CBC and four Radio Canada) were broadcasting in digital.",For what reason did CBC attribute to delayed upgrades?,"{'text': ['financial reasons'], 'answer_start': [70]}"
5728bb153acd2414000dfd57,Mandolin,"As in Brazil, the mandolin has played an important role in the Music of Venezuela. It has enjoyed a privileged position as the main melodic instrument in several different regions of the country. Specifically, the eastern states of Sucre, Nueva Esparta, Anzoategui and Monagas have made the mandolin the main instrument in their versions of Joropo as well as Puntos, Jotas, Polos, Fulias, Merengues and Malagueñas. Also, in the west of the country the sound of the mandolin is intrinsically associated with the regional genres of the Venezuelan Andes: Bambucos, Pasillos, Pasodobles, and Waltzes. In the western city of Maracaibo the Mandolin has been played in Decimas, Danzas and Contradanzas Zulianas; in the capital, Caracas, the Merengue Rucaneao, Pasodobles and Waltzes have also been played with mandolin for almost a century. Today, Venezuelan mandolists include an important group of virtuoso players and ensembles such as Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.",Who are the famous Venezuelen mandolinist? ,"{'text': ['Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.'], 'answer_start': [932]}"
56e13eb6cd28a01900c676ef,Boston,"The median household income in Boston was $51,739, while the median income for a family was $61,035. Full-time year-round male workers had a median income of $52,544 versus $46,540 for full-time year-round female workers. The per capita income for the city was $33,158. 21.4% of the population and 16.0% of families are below the poverty line. Of the total population, 28.8% of those under the age of 18 and 20.4% of those 65 and older were living below the poverty line.",What is the average income for a full time male worker?,"{'text': ['$52,544'], 'answer_start': [158]}"
572649865951b619008f6f1d,Greece,"Meanwhile, Andreas Papandreou founded the Panhellenic Socialist Movement (PASOK) in response to Karamanlis's conservative New Democracy party, with the two political formations alternating in government ever since. Greece rejoined NATO in 1980. Greece became the tenth member of the European Communities (subsequently subsumed by the European Union) on 1 January 1981, ushering in a period of sustained growth. Widespread investments in industrial enterprises and heavy infrastructure, as well as funds from the European Union and growing revenues from tourism, shipping and a fast-growing service sector raised the country's standard of living to unprecedented levels. Traditionally strained relations with neighbouring Turkey improved when successive earthquakes hit both nations in 1999, leading to the lifting of the Greek veto against Turkey's bid for EU membership.",Who founded the PASOK?,"{'text': ['Andreas Papandreou'], 'answer_start': [11]}"
570a5f946d058f1900182ddc,Imperial_College_London,"Imperial acquired Silwood Park in 1947, to provide a site for research and teaching in those aspects of biology not well suited for the main London campus. Felix, Imperial's student newspaper, was launched on 9 December 1949. On 29 January 1950, the government announced that it was intended that Imperial should expand to meet the scientific and technological challenges of the 20th century and a major expansion of the College followed over the next decade. In 1959 the Wolfson Foundation donated £350,000 for the establishment of a new Biochemistry Department.[citation needed] A special relationship between Imperial and the Indian Institute of Technology Delhi was established in 1963.[citation needed]",Imperial formed a relationship with which other entity in 1963?,"{'text': ['Indian Institute of Technology Delhi'], 'answer_start': [629]}"
57314ebde6313a140071ce03,Red,"""So he carried me away in the spirit into the wilderness: and I saw a woman sit upon a scarlet coloured beast, full of names of blasphemy, having seven heads and ten horns. ""And the woman was arrayed in purple and scarlet colour, and decked with gold and precious stones and pearls, having a golden cup in her hand full of abominations and filthiness of her fornication: ""And upon her forehead was a name written a mystery: Babylon the Great, the Mother of Harlots and of all the abominations of the earth: And I saw the woman drunken with the blood of the saints, and with the blood of the martyrs of Jesus.",What was on the forehead of the woman on the scarlet horned beast?,"{'text': ['a name'], 'answer_start': [398]}"
56e18e18cd28a01900c679cb,Catalan_language,"In Eastern Catalan (except Majorcan), unstressed vowels reduce to three: /a e ɛ/ > [ə]; /o ɔ u/ > [u]; /i/ remains distinct. There are a few instances of unreduced [e], [o] in some words. Alguerese has lowered [ə] to [a].",Which vowel remains distinct?,"{'text': ['/i/'], 'answer_start': [103]}"
5728121c2ca10214002d9d35,John_von_Neumann,"On New Year's Day in 1930, von Neumann married Mariette Kövesi, who had studied economics at the Budapest University. Before his marriage he was baptized a Catholic. Max had died in 1929. None of the family had converted to Christianity while he was alive, but afterwards they all did. They had one child, a daughter, Marina, who is now a distinguished professor of business administration and public policy at the University of Michigan. The couple divorced in 1937. In October 1938, von Neumann married Klara Dan, whom he had met during his last trips back to Budapest prior to the outbreak of World War II.",What was Von Neumann's wife's name?,"{'text': ['Mariette Kövesi'], 'answer_start': [47]}"
5728c1414b864d1900164d58,Apollo,"In his role as god of prophecy and truth, Apollo had the epithets Manticus (/ˈmæntᵻkəs/ MAN-ti-kəs; Μαντικός, Mantikos, literally ""prophetic""), Leschenorius (/ˌlɛskᵻˈnɔəriəs/ LES-ki-NOHR-ee-əs; Λεσχηνόριος, Leskhēnorios, from λεσχήνωρ, ""converser""), and Loxias (/ˈlɒksiəs/ LOK-see-əs; Λοξίας, Loxias, from λέγειν, ""to say""). The epithet ""Loxias"" has historically been associated with λοξός, ""ambiguous"". In this respect, the Romans called him Coelispex (/ˈsɛlᵻspɛks/ SEL-i-speks; from Latin coelum, ""sky"", and specere, ""to look at""). The epithet Iatromantis (/aɪˌætrəˈmæntɪs/ eye-AT-rə-MAN-tis; Ἰατρομάντις, Iātromantis, from ἰατρός, ""physician"", and μάντις, ""prophet"") refers to both his role as a god of healing and of prophecy. As god of music and arts, Apollo had the epithet Musagetes (/mjuːˈsædʒᵻtiːz/ mew-SAJ-i-teez; Doric Μουσαγέτας, Mousāgetās) or Musegetes (/mjuːˈsɛdʒᵻtiːz/ mew-SEJ-i-teez; Μουσηγέτης, Mousēgetēs, from Μούσα, ""Muse"", and ἡγέτης, ""leader"").",Which epithet has historically been associated with ambiguous?,"{'text': ['Loxias'], 'answer_start': [338]}"
573237dcb9d445190005e8e7,Armenians,"The Armenians collective has, at times, constituted a Christian ""island"" in a mostly Muslim region. There is, however, a minority of ethnic Armenian Muslims, known as Hamshenis but many Armenians view them as a separate race, while the history of the Jews in Armenia dates back 2,000 years. The Armenian Kingdom of Cilicia had close ties to European Crusader States. Later on, the deteriorating situation in the region led the bishops of Armenia to elect a Catholicos in Etchmiadzin, the original seat of the Catholicosate. In 1441, a new Catholicos was elected in Etchmiadzin in the person of Kirakos Virapetsi, while Krikor Moussapegiants preserved his title as Catholicos of Cilicia. Therefore, since 1441, there have been two Catholicosates in the Armenian Church with equal rights and privileges, and with their respective jurisdictions. The primacy of honor of the Catholicosate of Etchmiadzin has always been recognized by the Catholicosate of Cilicia.",Who became Catholicos in Etchmiadzin in 1441?,"{'text': ['Kirakos Virapetsi'], 'answer_start': [594]}"
572f3b8b947a6a140053c802,"Santa_Monica,_California","Every fall the Santa Monica Chamber of Commerce hosts The Taste of Santa Monica on the Santa Monica Pier. Visitors can sample food and drinks from Santa Monica restaurants. Other annual events include the Business and Consumer Expo, Sustainable Quality Awards, Santa Monica Cares Health and Wellness Festival, and the State of the City. The swanky Shutters on the Beach Hotel offers a trip to the famous Santa Monica Farmers Market to select and influence the materials that will become that evening's special ""Market Dinner.""",What event does the Chamber of commerce host in the fall?,"{'text': ['The Taste of Santa Monica'], 'answer_start': [54]}"
572b764d111d821400f38ea7,Idealism,"Hegel certainly intends to preserve what he takes to be true of German idealism, in particular Kant's insistence that ethical reason can and does go beyond finite inclinations. For Hegel there must be some identity of thought and being for the ""subject"" (any human observer)) to be able to know any observed ""object"" (any external entity, possibly even another human) at all. Under Hegel's concept of ""subject-object identity,"" subject and object both have Spirit (Hegel's ersatz, redefined, nonsupernatural ""God"") as their conceptual (not metaphysical) inner reality—and in that sense are identical. But until Spirit's ""self-realization"" occurs and Spirit graduates from Spirit to Absolute Spirit status, subject (a human mind) mistakenly thinks every ""object"" it observes is something ""alien,"" meaning something separate or apart from ""subject."" In Hegel's words, ""The object is revealed to it [to ""subject""] by [as] something alien, and it does not recognize itself."" Self-realization occurs when Hegel (part of Spirit's nonsupernatural Mind, which is the collective mind of all humans) arrives on the scene and realizes that every ""object"" is himself, because both subject and object are essentially Spirit. When self-realization occurs and Spirit becomes Absolute Spirit, the ""finite"" (man, human) becomes the ""infinite"" (""God,"" divine), replacing the imaginary or ""picture-thinking"" supernatural God of theism: man becomes God. Tucker puts it this way: ""Hegelianism . . . is a religion of self-worship whose fundamental theme is given in Hegel's image of the man who aspires to be God himself, who demands 'something more, namely infinity.'"" The picture Hegel presents is ""a picture of a self-glorifying humanity striving compulsively, and at the end successfully, to rise to divinity.""","What is another term for Hegel's ""subject""?","{'text': ['any human observer'], 'answer_start': [255]}"
56df0e673277331400b4d925,Cardinal_(Catholicism),"While the number of cardinals was small from the times of the Roman Empire to the Renaissance, and frequently smaller than the number of recognized churches entitled to a cardinal priest, in the 16th century the College expanded markedly. In 1587, Pope Sixtus V sought to arrest this growth by fixing the maximum size of the College at 70, including 50 cardinal priests, about twice the historical number. This limit was respected until 1958, and the list of titular churches modified only on rare occasions, generally when a building fell into disrepair. When Pope John XXIII abolished the limit, he began to add new churches to the list, which Popes Paul VI and John Paul II continued to do. Today there are close to 150 titular churches, out of over 300 churches in Rome.",In what year did Pope Sixtus V put a cap on the number of cardinals in the College of Cardinals?,"{'text': ['1587'], 'answer_start': [242]}"
572e90ee03f98919007567b1,Elevator,"Elevator doors protect riders from falling into the shaft. The most common configuration is to have two panels that meet in the middle, and slide open laterally. In a cascading telescopic configuration (potentially allowing wider entryways within limited space), the doors roll on independent tracks so that while open, they are tucked behind one another, and while closed, they form cascading layers on one side. This can be configured so that two sets of such cascading doors operate like the center opening doors described above, allowing for a very wide elevator cab. In less expensive installations the elevator can also use one large ""slab"" door: a single panel door the width of the doorway that opens to the left or right laterally. Some buildings have elevators with the single door on the shaft way, and double cascading doors on the cab.",How do most elevator doors work?,"{'text': ['have two panels that meet in the middle, and slide open laterally'], 'answer_start': [95]}"
57251b2c0a492a1900435704,Freemasonry,"The idea of Masonic brotherhood probably descends from a 16th-century legal definition of a brother as one who has taken an oath of mutual support to another. Accordingly, Masons swear at each degree to keep the contents of that degree secret, and to support and protect their brethren unless they have broken the law. In most Lodges the oath or obligation is taken on a Volume of Sacred Law, whichever book of divine revelation is appropriate to the religious beliefs of the individual brother (usually the Bible in the Anglo-American tradition). In Progressive continental Freemasonry, books other than scripture are permissible, a cause of rupture between Grand Lodges.","In what branch can books, other than scripture, be used for the purpose of oath taking?","{'text': ['Progressive continental Freemasonry'], 'answer_start': [551]}"
56e6ceb06fe0821900b8eb91,Adult_contemporary_music,"In 1996, Billboard created a new chart called Adult Top 40, which reflects programming on radio stations that exists somewhere between ""adult contemporary"" music and ""pop"" music. Although they are sometimes mistaken for each other, the Adult Contemporary chart and the Adult Top 40 chart are separate charts, and songs reaching one chart might not reach the other. In addition, hot AC is another subgenre of radio programming that is distinct from the Hot Adult Contemporary Tracks chart as it exists today, despite the apparent similarity in name.",What radio programming genre is sometimes confused with the Hot Adult Contemporary Tracks chart?,"{'text': ['hot AC'], 'answer_start': [378]}"
56ce61a4aab44d1400b88719,Solar_energy,"Solar cookers use sunlight for cooking, drying and pasteurization. They can be grouped into three broad categories: box cookers, panel cookers and reflector cookers. The simplest solar cooker is the box cooker first built by Horace de Saussure in 1767. A basic box cooker consists of an insulated container with a transparent lid. It can be used effectively with partially overcast skies and will typically reach temperatures of 90–150 °C (194–302 °F). Panel cookers use a reflective panel to direct sunlight onto an insulated container and reach temperatures comparable to box cookers. Reflector cookers use various concentrating geometries (dish, trough, Fresnel mirrors) to focus light on a cooking container. These cookers reach temperatures of 315 °C (599 °F) and above but require direct light to function properly and must be repositioned to track the Sun.",Reflector cookers can reach temperatures in Celsius of up to what?,"{'text': ['315'], 'answer_start': [749]}"
573241140fdd8d15006c688e,Dwight_D._Eisenhower,"Dwight David ""Ike"" Eisenhower (/ˈaɪzənˌhaʊ.ər/ EYE-zən-HOW-ər; October 14, 1890 – March 28, 1969) was an American politician and general who served as the 34th President of the United States from 1953 until 1961. He was a five-star general in the United States Army during World War II and served as Supreme Commander of the Allied Forces in Europe. He was responsible for planning and supervising the invasion of North Africa in Operation Torch in 1942–43 and the successful invasion of France and Germany in 1944–45 from the Western Front. In 1951, he became the first Supreme Commander of NATO.",What was the middle name of Dwight Eisenhower?,"{'text': ['David'], 'answer_start': [7]}"
