question,answer,passage,ambiguous_question,unambiguous_question,domain_idx,domain,intent,dtype,RAW_NO_DTYPE_raw_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35,RAW_NO_DTYPE_raw_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35
is canada part of the visa waiver program,True,"Until 2003, this visa waiver was granted not only to citizens of those countries and territories, but to permanent residents of Bermuda and Canada who were citizens of Commonwealth of Nations countries or of Ireland. In 2003, the Immigration and Naturalization Service announced that it would be terminating the visa waiver for non-citizen permanent residents of Bermuda and Canada; thenceforth, those Canadian & Bermudian permanent residents who were citizens of a Visa Waiver Program country could enjoy visa-free entry to the United States under that program, while citizens of other countries would be required to possess a valid advance visa for entry to the United States.",is canada part of the visa waiver program,is canada part of the visa waiver program,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can you crossbreed a wolf with a dog,True,"A wolfdog is a canine produced by the mating of a domestic dog (Canis lupus familiaris) with a gray wolf (Canis lupus), or by mating a domestic dog with either the eastern timber wolf (Canis lycaon), red wolf (Canis rufus), or ethiopian wolf (Canis simensis) to produce a hybrid.",can you crossbreed a wolf with a dog,can you crossbreed a wolf with a dog,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
was there a cure for syphilis in 1827,False,"In 1905, Schaudinn and Hoffmann discovered Treponema pallidum in tissue of patients with syphilis. One year later, the first effective test for syphilis, the Wassermann test, was developed. Although it had some false positive results, it was a major advance in the detection and prevention of syphilis. By allowing testing before the acute symptoms of the disease had developed, this test allowed the prevention of transmission of syphilis to others, even though it did not provide a cure for those infected. In the 1930s the Hinton test, developed by William Augustus Hinton, and based on flocculation, was shown to have fewer false positive reactions than the Wassermann test. Both of these early tests have been superseded by newer analytical methods.",was there a cure for syphilis in 1827,was there a cure for syphilis in 1827,0,MEDICAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
is the blacklist over for the season 2018,True,"The fifth season of the American crime thriller television series The Blacklist premiered on NBC on September 27, 2017, with a timeslot change from Thursday at 10:00 PM to Wednesday at 8:00 PM. The season was produced by Davis Entertainment, Universal Television and Sony Pictures Television, and the executive producers are Jon Bokenkamp, John Davis, John Eisendrath, John Fox, and Joe Carnahan. The season contained 22 episodes and concluded on May 16, 2018. The season aired the series 100th episode.",is the blacklist over for the season 2018,is the blacklist over for the season 2018,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
do i need a visa for europe if i have indefinite leave to remain in uk,True,"ILR does not entitle a person to travel to the Schengen states visa free. ILR is however a requirement for British citizens to travel there visa free, i.e. a person is only regarded as being ``fully'' British when he has ILR in the UK. Other types of British citizens may or may not require a visa. But a person from, let's say Congo, with ILR does not have the entitlement to travel to Schengen without a visa.",do i need a visa for europe if i have indefinite leave to remain in uk,do i need a visa for europe if i have indefinite leave to remain in uk,0,INTERNATIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can you go out on a jack in cribbage,True,"Play proceeds through a succession of ``hands'', each hand consisting of a ``deal'', ``the play'' and ``the show''. At any time during any of these stages, if a player reaches the target score (usually 121), play ends immediately with that player being the winner of the game. This can even happen during the deal, since the dealer scores if a Jack is cut as the starter.",can you go out on a jack in cribbage,can you go out on a jack in cribbage,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
has the us ever gone to the world cup,True,"The United States men's national soccer team has played in several World Cup finals, with their best result occurring during their first appearance at the 1930 World Cup, when the United States finished in third place. After the 1950 World Cup, in which the United States upset England in group play 1--0, the U.S. was absent from the finals until 1990. The United States has participated in every World Cup since 1990 until they failed to qualify for the 2018 competition after a loss to Trinidad and Tobago in 2017.",has the us ever gone to the world cup,has the us ever gone to the world cup,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True
has every team in the nfl won a superbowl,False,"Of the 13 teams that have never won the Super Bowl, four (4) are expansion franchises younger than the Super Bowl itself (Bengals, Panthers, Jaguars, and the Texans). The Falcons were enfranchised the season the Super Bowls began. The eight (8) other clubs (Cardinals, Lions, Eagles, Oilers/Titans, Chargers, Browns, Bills, and Vikings) all won an NFL or AFL championship prior to the AFL--NFL merger; in the case of the Vikings, however, the Super Bowl existed at the time they won their league title, leaving them and the Falcons as the only two teams to have existed for as long as or longer than the Super Bowl and to have never secured the highest championship available to them. The longest drought since a championship of any kind is that of the Cardinals, at 69 seasons.",has every team in the nfl won a superbowl,has every team in the nfl won a superbowl,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
is there a movie to kill a mockingbird,True,To Kill a Mockingbird is a 1962 American drama film directed by Robert Mulligan. The screenplay by Horton Foote is based on Harper Lee's 1960 Pulitzer Prize-winning novel of the same name. It stars Gregory Peck as Atticus Finch and Mary Badham as Scout.,is there a movie to kill a mockingbird,is there a movie to kill a mockingbird,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
do i have the right to defend myself,True,"The right of self-defense (also called, when it applies to the defense of another, alter ego defense, defense of others, defense of a third person) is the right for people to use reasonable force or defensive force, for the purpose of defending one's own life (self-defense) or the lives of others, including --in certain circumstances-- the use of deadly force.",do i have the right to defend myself,do i have the right to defend myself,0,COMMUNITY,"Analytical/Evaluative (Convergent Thinking): This merged category is for queries that involve dissecting complex information or data to understand underlying patterns, reasons, or to make informed judgements. Queries in this category seek a deeper understanding that supports decision-making, comparison of options, or evaluating alternatives. The process involves both analysis (to break down and understand) and evaluation (to assess, compare, and decide), acknowledging that these processes often occur in tandem. This category involves queries where the goal is to converge upon a specific answer or decision through analysis and evaluation.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
has there ever been a 5 star general,True,"Nine Americans have been promoted to five-star rank, one of them, Henry H. Arnold, in two services (US Army then later in the US Air Force). As part of the bicentennial celebration, George Washington was, 177 years after his death, permanently made senior to all other US generals and admirals with the title General of the Armies effective on 4 July 1976. The appointment stated he was to have ``rank and precedence over all other grades of the Army, past or present''.",has there ever been a 5 star general,has there ever been a 5 star general,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
was france an ally of germany in ww2,False,"In March 1939, Germany took over Czechoslovakia, violating the Munich Agreement signed six months before, and demonstrating that the appeasement policy was a failure. Britain and France decided that Hitler had no intention to uphold diplomatic agreements and responded by preparing for war. On 31 March 1939, Britain formed the Anglo-Polish military alliance in an effort to avert a German attack on the country. Also, the French had a long-standing alliance with Poland since 1921. The Soviet Union sought an alliance with the western powers, but Hitler ended the risk of a war with Stalin by signing the Nazi--Soviet non-aggression pact in August 1939. The agreement secretly divided the independent nations of Eastern Europe between the two powers and assured adequate oil supplies for the German war machine. On 1 September 1939, Germany invaded Poland; two days later Britain and France declared war on Germany. Then, on 17 September 1939, the Soviet Union invaded Poland from the east. A Polish government-in-exile was set up and it continued to be one of the Allies, a model followed by other occupied countries. After a quiet winter, Germany in April 1940 invaded and quickly defeated Denmark, Norway, Belgium, the Netherlands and France. Britain and its Empire stood alone against Hitler and Mussolini. In June 1941, Hitler broke the non-aggression agreement with Stalin and Germany invaded the Soviet Union. In December, Japan attacked the US and Britain. The main lines of World War II had formed.",was france an ally of germany in ww2,was france an ally of germany in ww2,0,INTERNATIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
can a king move without check in chess,True,"A king can move one square in any direction (horizontally, vertically, or diagonally) unless the square is already occupied by a friendly piece or the move would place the king in check. As a result, the opposing kings may never occupy adjacent squares (see opposition), but the king can give discovered check by unmasking a bishop, rook, or queen. The king is also involved in the special move of castling.",can a king move without check in chess,can a king move without check in chess,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can i cite wikipedia in a research paper,False,"Wikipedia is not a reliable source for academic writing or research. Wikipedia is increasingly used by people in the academic community, from freshman students to professors, as an easily accessible tertiary source for information about anything and everything, and as a quick ``ready reference'', to get a sense of a concept or idea.",can i cite wikipedia in a research paper,can i cite wikipedia in a research paper,0,SCIENCE,"Analytical/Evaluative (Convergent Thinking): This merged category is for queries that involve dissecting complex information or data to understand underlying patterns, reasons, or to make informed judgements. Queries in this category seek a deeper understanding that supports decision-making, comparison of options, or evaluating alternatives. The process involves both analysis (to break down and understand) and evaluation (to assess, compare, and decide), acknowledging that these processes often occur in tandem. This category involves queries where the goal is to converge upon a specific answer or decision through analysis and evaluation.",Simple Datatype-Boolean,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True
is a 9 month old considered a toddler,False,"A toddler is a child 12 to 36 months old. The toddler years are a time of great cognitive, emotional and social development. The word is derived from ``to toddle'', which means to walk unsteadily, like a child of this age.",is a 9 month old considered a toddler,is a 9 month old considered a toddler,0,MEDICAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
did the chicago blackhawks make the nhl playoffs,True,"After James D. Norris died in 1966, the Wirtz family became owners of the franchise. In 2007, the club came under the control of Rocky Wirtz, who is credited with turning around the organization, which had lost fan interest and competitiveness. Under Rocky Wirtz, the Blackhawks won the Stanley Cup three times within six seasons (from 2010 to 2015).",did the chicago blackhawks make the nhl playoffs,did the chicago blackhawks make the nhl playoffs,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is the symbol for the rupee the currency of india,True,"The Indian rupee sign (sign: ₹; code: INR) is the currency sign for the Indian rupee, the official currency of India. Designed by Udaya Kumar, it was presented to the public by the Government of India on 15 July 2010, following its selection through an ``open'' competition among Indian residents. Before its adoption, the most commonly used symbols for the rupee were Rs, Re or, if the text was in an Indian language, an appropriate abbreviation in that language.",is the symbol for the rupee the currency of india,is the symbol for the rupee the currency of india,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can i use my certificate of naturalization to travel to canada,True,"Canadian law requires that all persons entering Canada must carry proof of both citizenship and identity. A valid U.S. passport or passport card is preferred, although a birth certificate, naturalization certificate, citizenship certificate, or another document proving U.S. nationality, together with a government-issued photo ID (such as a driver's license) are acceptable to establish identity and nationality. However, the documents required to return to the United States can be more restrictive (for example, a birth certificate and photo ID are insufficient) -- see the section below on Return entry into the U.S.",can i use my certificate of naturalization to travel to canada,can i use my certificate of naturalization to travel to canada,0,GOVERNMENTAL,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is there a difference between maid of honour and chief bridesmaid,False,"The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license.",is there a difference between maid of honour and chief bridesmaid,is there a difference between maid of honour and chief bridesmaid,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
is there a season 7 of the green arrow,True,"The seventh season of the American television series Arrow, which is based on the DC Comics character Oliver Queen / Green Arrow, premiered on The CW on October 15, 2018 and is set to consist of 22 episodes. The season follows Oliver, a former billionaire businessman and politician, and the aftermath of outing himself as a vigilante. It is set in the Arrowverse, sharing continuity with the other television series of the universe. The season is produced by Berlanti Productions, Warner Bros. Television, and DC Entertainment. This is the first season with Beth Schwartz as showrunner following the departures of Marc Guggenheim and Wendy Mericle.",is there a season 7 of the green arrow,is there a season 7 of the green arrow,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
is beauty and the beast still on broadway,False,"After completing tryouts in Houston, Beauty and the Beast premiered on Broadway on April 18, 1994, starring Susan Egan and Terrence Mann as the eponymous Belle and Beast, respectively. The musical opened to mixed reviews from theatre critics, but was a massive commercial success and well received by audiences. Beauty ran on Broadway for 5,461 performances for thirteen years (1994 - 2007), becoming Broadway's tenth longest-running production in history. The musical has grossed more than $1.4 billion worldwide and played in thirteen countries and 115 cities. It has also become a popular choice for high school productions.",is beauty and the beast still on broadway,is beauty and the beast still on broadway,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False
is it possible for humans to get ear mites,True,"Ear mites are mites that live in the ears of animals and humans. The most commonly seen species in veterinary medicine is Otodectes cynotis (Gk. oto=ear, dectes=biter, cynotis=of the dog). This species, despite its name, is also responsible for 90% of ear mite infections in cats.",is it possible for humans to get ear mites,is it possible for humans to get ear mites,0,MEDICAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does edwards boyfriend die in grey's anatomy,True,"In the twelfth season, Stephanie must help a patient recover from brain surgery, which brings back bad memories from her childhood of when she was a sickle-cell experiment participant. Jo accuses Stephanie of lying about her disease, and tries to get Stephanie in trouble with Amelia. Stephanie confronts Jo at Meredith's party after Jo gives a misguided apology, saying she can't take the fact that she is better than her at the job and tells her to deal with her shortcomings, as Jo used her sick past as a ``reason'' for her hyper-competence. Jo is left speechless by this. Stephanie later deals with a group of cheerleaders in the hospital. A patient named Kyle comes into the hospital and begins flirting with Stephanie. They eventually become a couple. Meredith teases Stephanie about her new love interest, Kyle, after Stephanie accidentally sends Meredith an explicit text meant for him. Stephanie is kicked off Kyle's case when Amelia finds out that they're a couple. Not being able to operate leads to her breaking up with him. She thinks breaking up with Kyle was a mistake and almost calls him while drunk. Later, she learns Kyle is back in the hospital with suspected meningitis, chose not to tell her and angrily refuses to let her be involved. Stephanie and Kyle reconcile, right before Amelia is unable to save his life in surgery.",does edwards boyfriend die in grey's anatomy,does edwards boyfriend die in grey's anatomy,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does everyone die in the final destination movies,True,"Final Destination is an American horror franchise composed of five films, comic books and novels. It is based on an unproduced spec script by Jeffrey Reddick, originally written for The X-Files television series, and was distributed by New Line Cinema. All five films center around a small group of people who escape impending death when one individual (the protagonist of each film) has a sudden premonition and warns them that they will all die in a terrible mass-casualty accident. After avoiding their foretold deaths, the survivors are killed one by one in bizarre accidents caused by an unseen force creating complicated chains of cause and effect, resembling Rube Goldberg machines in their complexity.",does everyone die in the final destination movies,does everyone die in the final destination movies,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can a pitcher fake to third in high school,False,"In baseball, a pitcher can commit a number of illegal motions or actions that constitute a balk. Most of these violations involve a pitcher pretending to pitch when he has no intention of doing so. In games played under the Official Baseball Rules that govern all professional play in the United States and Canada, a balk results in a dead ball or delayed dead ball. In certain other circumstances, a balk may be wholly or partially disregarded. Under other rule sets, notably in the United States under the National Federation of High Schools (Fed or Federation) Baseball Rules, a balk results in an immediate dead ball. In the event a balk is enforced, the pitch is generally (but not always) nullified, each runner is awarded one base, and the batter (generally) remains at bat, and with the previous count. The balk rule in Major League Baseball was introduced in 1898.",can a pitcher fake to third in high school,can a pitcher fake to third in high school,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
has polaris always been the north star also known as the pole star,False,"The identity of the pole stars gradually changes over time because the celestial poles exhibit a slow continuous drift through the star field. The primary reason for this is the precession of Earth's rotational axis, which causes its orientation to change over time. Precession causes the celestial poles to trace out circles on the celestial sphere approximately once every 26,000 years, passing close to different stars at different times (with an additional slight shift due to the proper motion of the stars).",has polaris always been the north star also known as the pole star,has polaris always been the north star also known as the pole star,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
is the big bang theory still on tv,True,"The Big Bang Theory is an American television sitcom created by Chuck Lorre and Bill Prady, both of whom serve as executive producers on the series, along with Steven Molaro. All three also serve as head writers. The show premiered on CBS on September 24, 2007. In March 2017, the series was renewed for two additional seasons, bringing its total to twelve, and running through the 2018--19 television season. The eleventh season premiered on September 25, 2017.",is the big bang theory still on tv,is the big bang theory still on tv,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True
can you drop kick a field goal in nfl,True,"In 1934, the ball was made more pointed at the ends. The creation of the pointed football is generally credited to Shorty Ray, at the time a college football official and later the NFL's head of officiating. This made passing the ball easier, as was its intent, but made the drop kick obsolete, as the more pointed ball did not bounce up from the ground reliably. The drop kick was supplanted by the place kick, which cannot be attempted out of a formation generally used as a running or passing set. The drop kick remains in the rules, but is seldom seen, and rarely effective when attempted. In Canadian football the drop kick can be taken from any point on the field, unlike placekicks which must be attempted behind the line of scrimmage.",can you drop kick a field goal in nfl,can you drop kick a field goal in nfl,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True
do you have to have consent to record a conversation,True,"Telephone tapping is strictly regulated in many countries, ``especially in all developed democracies, to safeguard the privacy of telephone users.'' Telephone tapping often must be authorized by a court, and is normally only approved when evidence shows it is not possible to detect criminal or subversive activity in less intrusive ways; often the law and regulations require that the crime investigated must be at least of a certain severity. In many jurisdictions however, permission for telephone tapping is easily obtained on a routine basis without further investigation by the court or other entity granting such permission. Illegal or unauthorized telephone tapping is often a criminal offense. However, in certain jurisdictions such as Germany, criminal courts may accept illegally recorded phone calls without the other party's consent as evidence.",do you have to have consent to record a conversation,do you have to have consent to record a conversation,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is there a new season of ncis los angeles,True,"NCIS: Los Angeles is an American action television series combining elements of the military drama and police procedural genres, which premiered on CBS on September 22, 2009, and stars Chris O'Donnell and LL Cool J. The series follows the exploits of the Los Angeles--based Office of Special Projects (OSP), an elite division of the Naval Criminal Investigative Service that specializes in undercover assignments. NCIS: Los Angeles is the first spin-off of the successful series NCIS. On March 23, 2017, CBS renewed the series for a ninth season which premiered on October 1, 2017. Nia Long joined the cast as Shay Mosley for the ninth season after Miguel Ferrer's death. On April 18, 2018, CBS renewed the series for a tenth season, which premiered on September 30, 2018.",is there a new season of ncis los angeles,is there a new season of ncis los angeles,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
are sam club and walmart owned by the same company,True,"Sam's West, Inc. (doing business as Sam's Club and stylized as Sam's CLUB) is an American chain of membership-only retail warehouse clubs owned and operated by Walmart Inc., founded in 1983 and named after Walmart founder Sam Walton. As of 2012, Sam's Club chain serves 47 million U.S. (including Puerto Rico) members and is the 8th largest U.S. retailer. As of January 31, 2016, Sam's Club ranks second in sales volume among warehouse clubs with $56.828 billion in sales (in fiscal year 2016) behind rival Costco Wholesale.",are sam club and walmart owned by the same company,are sam club and walmart owned by the same company,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
nilgiri himalayan and arabian are types of animals,True,"Its closest relatives are sheep (genus Ovis). Until 2005, it was placed with the Himalayan tahr (Hemitragus jemlahicus) and the Arabian tahr (Arabitragus jayakari) in the genus Hemitragus. However, it has recently been transferred to a new genus Nilgiritragus because it is genetically more similar to members of the genus Ovis than to other tahrs.",nilgiri himalayan and arabian are types of animals,nilgiri himalayan and arabian are types of animals,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
is faze rug part of the faze clan,True,"FaZe Clan started through YouTube in 2010, as a group of players who performed trick shots in Call of Duty and posted clips and montages on the site. As the members' personalities and audience preferences changed, so did the video content. The FaZe YouTubers--including Banks, Apex, Blaze, Rug, Adapt, Censor, and Rain--started to vlog and do creative skits to further develop their channels. Although the FaZe YouTubers are the more famous members, they do not usually compete in any competitive gaming. These YouTubers strictly make YouTube videos in order to extend the FaZe Clan brand and entertain their fans.",is faze rug part of the faze clan,is faze rug part of the faze clan,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
will xbox one x play original xbox games,True,"During Microsoft's E3 2017 press conference on June 11, 2017, Microsoft announced that roughly 50% of Xbox One users had played an Xbox 360 game on Xbox One through the system's backward-compatibility feature. Based on popular demand, Phil Spencer, Microsoft's Head of Xbox, announced that Xbox One consoles would be able to play select games made for the original Xbox console, first released in 2001. The compatibility will work on all consoles in the Xbox One family, including the Xbox One X, and will be available as a free update planned for the fall of 2017.",will xbox one x play original xbox games,will xbox one x play original xbox games,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is all of florida on the same time zone,False,"Senate Bill 858 (SB 858) and House Bill 1013 (HB 1013) have passed unanimously through each of their respective committees as of January 24, 2018. These bills seek to permanently move Florida to Daylight Saving Time. SB 858 also proposes unifying the time zones of the Panhandle counties to the rest of the state, moving the ten counties that are within the Central Time Zone (UTC−06:00) boundaries to the Eastern Time Zone (UTC−05:00). If approved by both houses of the Florida Legislature, the change would need to be approved by the United States Department of Transportation as well as the United States Congress.",is all of florida on the same time zone,is all of florida on the same time zone,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
was there a wall dividing east and west germany,True,"The Berlin Wall was a specific piece of the Inner Border that became the physical embodiment of the Iron Curtain that stood between East Germany and West Germany in the decades following the conclusion of World War II. The Berlin Wall stretched approximately 28 miles (45 km) through the city of Berlin and another 75 miles (120 km) around the edges of West Berlin and stood close to 15 feet (5 meters) in height. The sheer physical stature of the Berlin Wall in addition to becoming an iconic, international symbol of the Cold War and its virtues, drove it to become a popular site of tourism throughout its existence, and even after its dismantling. Tourism of the Berlin Wall reached its height in 1961, although an exact number cannot be given for the number of visitors to the Berlin Wall, as there were no official records of tourism to the site made at the time. Estimates, however, are provided through the counting of tourists by Western and Eastern border guards. The numbers obtained from the border guards suggest that Berlin Wall tourism was a popular outing for German people and foreigners alike, it is reported that the Berlin Wall received approximately 1.65 million tourists in 1969 alone, with around 23,000 of those being foreign visitors. Day trips were the most popular of the ways to visit the Berlin Wall, which could be conducted even through organized tours that were governmentally funded, so long as they were presented as educational in nature.",was there a wall dividing east and west germany,was there a wall dividing east and west germany,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can puppies see as soon as they open their eyes,True,"Puppies are born with a fully functional sense of smell but can't open their eyes. During their first two weeks, a puppy's senses all develop rapidly. During this stage the nose is the primary sense organ used by puppies to find their mother's teats, and to locate their littermates, if they become separated by a short distance. Puppies open their eyes about nine to eleven days following birth. At first, their retinas are poorly developed and their vision is poor. Puppies are not able to see as well as adult dogs. In addition, puppies' ears remain sealed until about thirteen to seventeen days after birth, after which they respond more actively to sounds. Between two and four weeks old, puppies usually begin to growl, bite, wag their tails, and bark.",can puppies see as soon as they open their eyes,can puppies see as soon as they open their eyes,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
